0.22,0.48
0.23,0.48
0.24,0.48
0.25,0.48
0.27,0.48
0.28,0.48
0.29,0.48
0.3,0.48
0.31,0.48
0.32,0.48
0.33,0.48
0.34,0.48
0.35,0.48
0.36,0.48
0.37,0.48
0.38,0.48
0.39,0.48
0.4,0.48
0.41,0.48
0.42,0.48
0.43,0.48
0.44,0.48
0.45,0.48
0.44,0.64
0.43,0.44
0.42,0.42
0.41,0.4
0.4,0.38
0.39,0.36
0.38,0.34
0.37,0.32
0.36,0.3
0.35,0.28
0.34,0.26
0.32,0.24
0.31,0.22
0.3,0.2
0.29,0.18
0.28,0.16
0.27,0.14
0.26,0.12
0.25,0.1
0.24,0.08
0.23,0.06
0.22,0.04
0.23,0.04
0.24,0.04
0.25,0.04
0.27,0.04
0.28,0.04
0.29,0.04
0.3,0.04
0.31,0.04
0.32,0.04
0.33,0.04
0.34,0.04
0.35,0.04
0.36,0.04
0.37,0.04
0.38,0.04
0.39,0.04
0.4,0.04
0.41,0.04
0.42,0.04
0.43,0.04
0.44,0.04
0.45,0.04
